date,time,valid,prelim,novalid,
180407, 0000,           13,            ,            ,
180408, 0000,           10,            ,            ,
180409, 0000,            8,            ,            ,
180410, 0000,            9,            ,            ,
180411, 0000,            5,            ,            ,
180412, 0000,           11,            ,            ,
180413, 0000,           16,            ,            ,
180414, 0000,           23,            ,            ,
180415, 0000,           29,            ,            ,
180416, 0000,           20,            ,            ,
180417, 0000,           15,            ,            ,
180418, 0000,           19,            ,            ,
180419, 0000,             ,            ,            ,
180420, 0000,           31,            ,            ,
180421, 0000,           27,            ,            ,
180422, 0000,           18,            ,            ,
180423, 0000,           16,            ,            ,
180424, 0000,           26,            ,            ,
180425, 0000,           30,            ,            ,
180426, 0000,           20,            ,            ,
180427, 0000,           16,            ,            ,
180428, 0000,           31,            ,            ,
180429, 0000,           31,            ,            ,
180430, 0000,           43,            ,            ,
180501, 0000,           39,            ,            ,
180502, 0000,           24,            ,            ,
180503, 0000,           24,            ,            ,
180504, 0000,           31,            ,            ,
180505, 0000,           31,            ,            ,
180506, 0000,           12,            ,            ,
180507, 0000,           17,            ,            ,
180508, 0000,           19,            ,            ,
180509, 0000,           35,            ,            ,
180510, 0000,           33,            ,            ,
180511, 0000,           33,            ,            ,
180512, 0000,           38,            ,            ,
180513, 0000,           17,            ,            ,
180514, 0000,           20,            ,            ,
180515, 0000,           24,            ,            ,
180516, 0000,           36,            ,            ,
180517, 0000,           23,            ,            ,
180518, 0000,           19,            ,            ,
180519, 0000,           25,            ,            ,
180520, 0000,           33,            ,            ,
180521, 0000,           19,            ,            ,
180522, 0000,           25,            ,            ,
180523, 0000,           44,            ,            ,
180524, 0000,           61,            ,            ,
180525, 0000,           74,            ,            ,
180526, 0000,           63,            ,            ,
180527, 0000,           87,            ,            ,
180528, 0000,           68,            ,            ,
180529, 0000,           12,            ,            ,
180530, 0000,           25,            ,            ,
180531, 0000,           21,            ,            ,
180601, 0000,           53,            ,            ,
180602, 0000,           89,            ,            ,
180603, 0000,           66,            ,            ,
180604, 0000,           31,            ,            ,
180605, 0000,             ,            ,            ,
180606, 0000,           36,            ,            ,
180607, 0000,           37,            ,            ,
180608, 0000,           63,            ,            ,
180609, 0000,           30,            ,            ,
180610, 0000,            9,            ,            ,
180611, 0000,           32,            ,            ,
180612, 0000,           47,            ,            ,
180613, 0000,           26,            ,            ,
180614, 0000,           38,            ,            ,
180615, 0000,           45,            ,            ,
180616, 0000,           44,            ,            ,
180617, 0000,           36,            ,            ,
180618, 0000,           34,            ,            ,
180619, 0000,           44,            ,            ,
180620, 0000,           28,            ,            ,
180621, 0000,           24,            ,            ,
180622, 0000,           46,            ,            ,
180623, 0000,           41,            ,            ,
180624, 0000,           76,            ,            ,
180625, 0000,           57,            ,            ,
180626, 0000,           62,            ,            ,
180627, 0000,           40,            ,            ,
180628, 0000,           28,            ,            ,
180629, 0000,           49,            ,            ,
180630, 0000,           51,            ,            ,
180701, 0000,           39,            ,            ,
180702, 0000,           64,            ,            ,
180703, 0000,           36,            ,            ,
180704, 0000,           26,            ,            ,
180705, 0000,           11,            ,            ,
180706, 0000,           29,            ,            ,
180707, 0000,           26,            ,            ,
180708, 0000,           21,            ,            ,
180709, 0000,           53,            ,            ,
180710, 0000,           28,            ,            ,
180711, 0000,           27,            ,            ,
180712, 0000,           19,            ,            ,
180713, 0000,           23,            ,            ,
180714, 0000,           18,            ,            ,
180715, 0000,           10,            ,            ,
180716, 0000,           12,            ,            ,
180717, 0000,           14,            ,            ,
180718, 0000,           13,            ,            ,
180719, 0000,           22,            ,            ,
180720, 0000,           25,            ,            ,
180721, 0000,           33,            ,            ,
180722, 0000,           14,            ,            ,
180723, 0000,           25,            ,            ,
180724, 0000,           33,            ,            ,
180725, 0000,           27,            ,            ,
180726, 0000,           32,            ,            ,
180727, 0000,           22,            ,            ,
180728, 0000,           24,            ,            ,
180729, 0000,           18,            ,            ,
180730, 0000,           18,            ,            ,
180731, 0000,           18,            ,            ,
180801, 0000,           26,            ,            ,
180802, 0000,           31,            ,            ,
180803, 0000,           29,            ,            ,
180804, 0000,           16,            ,            ,
180805, 0000,           32,            ,            ,
180806, 0000,           34,            ,            ,
180807, 0000,           15,            ,            ,
180808, 0000,           16,            ,            ,
180809, 0000,           19,            ,            ,
180810, 0000,           23,            ,            ,
180811, 0000,           20,            ,            ,
180812, 0000,           19,            ,            ,
180813, 0000,           11,            ,            ,
180814, 0000,           13,            ,            ,
180815, 0000,           13,            ,            ,
180816, 0000,           19,            ,            ,
180817, 0000,           22,            ,            ,
180818, 0000,           10,            ,            ,
180819, 0000,           14,            ,            ,
180820, 0000,             ,            ,            ,
180821, 0000,           21,            ,            ,
180822, 0000,           20,            ,            ,
180823, 0000,           13,            ,            ,
180824, 0000,           12,            ,            ,
180825, 0000,           10,            ,            ,
180826, 0000,           12,            ,            ,
180827, 0000,           13,            ,            ,
180828, 0000,           18,            ,            ,
180829, 0000,           21,            ,            ,
180830, 0000,           21,            ,            ,
180831, 0000,           16,            ,            ,
180901, 0000,           14,            ,            ,
180902, 0000,           13,            ,            ,
180903, 0000,           13,            ,            ,
180904, 0000,           15,            ,            ,
180905, 0000,           19,            ,            ,
180906, 0000,           15,            ,            ,
180907, 0000,           17,            ,            ,
180908, 0000,           17,            ,            ,
180909, 0000,           16,            ,            ,
180910, 0000,           16,            ,            ,
180911, 0000,           18,            ,            ,
180912, 0000,           17,            ,            ,
180913, 0000,           13,            ,            ,
180914, 0000,           15,            ,            ,
180915, 0000,           12,            ,            ,
180916, 0000,           16,            ,            ,
180917, 0000,           17,            ,            ,
180918, 0000,           10,            ,            ,
180919, 0000,           17,            ,            ,
180920, 0000,           22,            ,            ,
180921, 0000,           14,            ,            ,
180922, 0000,            8,            ,            ,
180923, 0000,            7,            ,            ,
180924, 0000,           11,            ,            ,
180925, 0000,           18,            ,            ,
180926, 0000,           21,            ,            ,
180927, 0000,           19,            ,            ,
180928, 0000,           12,            ,            ,
180929, 0000,            8,            ,            ,
180930, 0000,            8,            ,            ,
181001, 0000,            9,            ,            ,
181002, 0000,           10,            ,            ,
181003, 0000,           12,            ,            ,
181004, 0000,           14,            ,            ,
181005, 0000,           18,            ,            ,
181006, 0000,           18,            ,            ,
181007, 0000,           17,            ,            ,
181008, 0000,           11,            ,            ,
181009, 0000,            8,            ,            ,
181010, 0000,           22,            ,            ,
181011, 0000,           20,            ,            ,
181012, 0000,             ,            ,            ,
181013, 0000,           16,            ,            ,
181014, 0000,             ,            ,            ,
181015, 0000,             ,            ,            ,
181016, 0000,             ,            ,            ,
181017, 0000,            6,            ,            ,
181018, 0000,            7,            ,            ,
181019, 0000,             ,            ,            ,
181020, 0000,             ,            ,            ,
181021, 0000,             ,            ,            ,
181022, 0000,             ,            ,            ,
181023, 0000,           13,            ,            ,
181024, 0000,           11,            ,            ,
181025, 0000,            9,            ,            ,
181026, 0000,            8,            ,            ,
181027, 0000,             ,            ,            ,
181028, 0000,             ,            ,            ,
181029, 0000,             ,            ,            ,
181030, 0000,             ,            ,            ,
181031, 0000,            9,            ,            ,
181101, 0000,           16,            ,            ,
181102, 0000,            8,            ,            ,
181103, 0000,            7,            ,            ,
181104, 0000,            5,            ,            ,
181105, 0000,            7,            ,            ,
181106, 0000,            8,            ,            ,
181107, 0000,           11,            ,            ,
181108, 0000,            9,            ,            ,
181109, 0000,            6,            ,            ,
181110, 0000,            7,            ,            ,
181111, 0000,            6,            ,            ,
181112, 0000,            6,            ,            ,
181113, 0000,            7,            ,            ,
181114, 0000,            8,            ,            ,
181115, 0000,            7,            ,            ,
181116, 0000,            6,            ,            ,
181117, 0000,            5,            ,            ,
181118, 0000,            5,            ,            ,
181119, 0000,            7,            ,            ,
181120, 0000,            7,            ,            ,
181121, 0000,            8,            ,            ,
181122, 0000,            7,            ,            ,
181123, 0000,            8,            ,            ,
181124, 0000,            8,            ,            ,
181125, 0000,            9,            ,            ,
181126, 0000,            9,            ,            ,
181127, 0000,            8,            ,            ,
181128, 0000,           12,            ,            ,
181129, 0000,           13,            ,            ,
181130, 0000,           13,            ,            ,
181201, 0000,           10,            ,            ,
181202, 0000,           12,            ,            ,
181203, 0000,           11,            ,            ,
181204, 0000,            8,            ,            ,
181205, 0000,           13,            ,            ,
181206, 0000,           13,            ,            ,
181207, 0000,           13,            ,            ,
181208, 0000,            9,            ,            ,
181209, 0000,            7,            ,            ,
181210, 0000,            7,            ,            ,
181211, 0000,            6,            ,            ,
181212, 0000,            6,            ,            ,
181213, 0000,            3,            ,            ,
181214, 0000,            5,            ,            ,
181215, 0000,            7,            ,            ,
181216, 0000,            7,            ,            ,
181217, 0000,            7,            ,            ,
181218, 0000,           10,            ,            ,
181219, 0000,           13,            ,            ,
181220, 0000,            9,            ,            ,
181221, 0000,            9,            ,            ,
181222, 0000,           12,            ,            ,
181223, 0000,           12,            ,            ,
181224, 0000,           12,            ,            ,
181225, 0000,           14,            ,            ,
181226, 0000,           10,            ,            ,
181227, 0000,            8,            ,            ,
181228, 0000,            9,            ,            ,
181229, 0000,            6,            ,            ,
181230, 0000,            5,            ,            ,
181231, 0000,            9,            ,            ,
190101, 0000,            7,            ,            ,
190102, 0000,            8,            ,            ,
190103, 0000,           10,            ,            ,
190104, 0000,           15,            ,            ,
190105, 0000,           21,            ,            ,
190106, 0000,            9,            ,            ,
190107, 0000,            8,            ,            ,
190108, 0000,            5,            ,            ,
190109, 0000,            5,            ,            ,
190110, 0000,            8,            ,            ,
190111, 0000,            6,            ,            ,
190112, 0000,            6,            ,            ,
190113, 0000,            6,            ,            ,
190114, 0000,            8,            ,            ,
190115, 0000,           11,            ,            ,
190116, 0000,            8,            ,            ,
190117, 0000,            8,            ,            ,
190118, 0000,           14,            ,            ,
190119, 0000,           17,            ,            ,
190120, 0000,           11,            ,            ,
190121, 0000,            9,            ,            ,
190122, 0000,            9,            ,            ,
190123, 0000,           11,            ,            ,
190124, 0000,           12,            ,            ,
190125, 0000,           14,            ,            ,
190126, 0000,           12,            ,            ,
190127, 0000,            8,            ,            ,
190128, 0000,           10,            ,            ,
190129, 0000,           14,            ,            ,
190130, 0000,           11,            ,            ,
190131, 0000,           11,            ,            ,
190201, 0000,           12,            ,            ,
190202, 0000,           14,            ,            ,
190203, 0000,           12,            ,            ,
190204, 0000,           15,            ,            ,
190205, 0000,           15,            ,            ,
190206, 0000,           24,            ,            ,
190207, 0000,           19,            ,            ,
190208, 0000,           12,            ,            ,
190209, 0000,           18,            ,            ,
190210, 0000,           14,            ,            ,
190211, 0000,            8,            ,            ,
190212, 0000,           12,            ,            ,
190213, 0000,            7,            ,            ,
190214, 0000,           12,            ,            ,
190215, 0000,           17,            ,            ,
190216, 0000,           16,            ,            ,
190217, 0000,           21,            ,            ,
190218, 0000,           22,            ,            ,
190219, 0000,             ,            ,          12,
190220, 0000,             ,            ,           7,
190221, 0000,             ,            ,           8,
190222, 0000,             ,            ,           4,
190223, 0000,            7,            ,            ,
190224, 0000,            6,            ,            ,
190225, 0000,            9,            ,            ,
190226, 0000,           11,            ,            ,
190227, 0000,           12,            ,            ,
190228, 0000,           15,            ,            ,
190301, 0000,            9,            ,            ,
190302, 0000,            7,            ,            ,
190303, 0000,            7,            ,            ,
190304, 0000,            5,            ,            ,
190305, 0000,            4,            ,            ,
190306, 0000,            4,            ,            ,
190307, 0000,            4,            ,            ,
190308, 0000,            6,            ,            ,
190309, 0000,            8,            ,            ,
190310, 0000,            8,            ,            ,
190311, 0000,            9,            ,            ,
190312, 0000,           11,            ,            ,
190313, 0000,           10,            ,            ,
190314, 0000,            7,            ,            ,
190315, 0000,            7,            ,            ,
190316, 0000,            9,            ,            ,
190317, 0000,            7,            ,            ,
190318, 0000,            7,            ,            ,
190319, 0000,            6,            ,            ,
190320, 0000,           21,            ,            ,
190321, 0000,           23,            ,            ,
190322, 0000,           11,            ,            ,
190323, 0000,           25,            ,            ,
190324, 0000,           16,            ,            ,
190325, 0000,           18,            ,            ,
190326, 0000,           16,            ,            ,
190327, 0000,           12,            ,            ,
190328, 0000,           14,            ,            ,
190329, 0000,           30,            ,            ,
190330, 0000,           41,            ,            ,
190331, 0000,           16,            ,            ,
190401, 0000,           22,            ,            ,
190402, 0000,           22,            ,            ,
190403, 0000,           15,            ,            ,
190404, 0000,            9,            ,            ,
190405, 0000,           11,            ,            ,
190406, 0000,           18,            ,            ,
190407, 0000,           13,            ,            ,
190408, 0000,           18,            ,            ,
190409, 0000,           12,            ,            ,
190410, 0000,           23,            ,            ,
190411, 0000,           24,            ,            ,
190412, 0000,           19,            ,            ,
190413, 0000,           28,            ,            ,
190414, 0000,           13,            ,            ,
190415, 0000,           11,            ,            ,
190416, 0000,           15,            ,            ,
190417, 0000,           24,            ,            ,
190418, 0000,           18,            ,            ,
190419, 0000,           10,            ,            ,
190420, 0000,           17,            ,            ,
190421, 0000,           20,            ,            ,
190422, 0000,           21,            ,            ,
190423, 0000,           29,            ,            ,
190424, 0000,           37,            ,            ,
190425, 0000,           28,            ,            ,
190426, 0000,           26,            ,            ,
190427, 0000,           29,            ,            ,
190428, 0000,           22,            ,            ,
190429, 0000,           16,            ,            ,
190430, 0000,           24,            ,            ,
190501, 0000,           27,            ,            ,
190502, 0000,           51,            ,            ,
190503, 0000,           61,            ,            ,
190504, 0000,           35,            ,            ,
190505, 0000,           12,            ,            ,
190506, 0000,           15,            ,            ,
190507, 0000,           22,            ,            ,
190508, 0000,           18,            ,            ,
190509, 0000,           20,            ,            ,
190510, 0000,           14,            ,            ,
190511, 0000,           25,            ,            ,
190512, 0000,           26,            ,            ,
190513, 0000,           24,            ,            ,
190514, 0000,           38,            ,            ,
190515, 0000,           51,            ,            ,
190516, 0000,           61,            ,            ,
190517, 0000,           44,            ,            ,
190518, 0000,           14,            ,            ,
190519, 0000,           29,            ,            ,
190520, 0000,           25,            ,            ,
190521, 0000,           68,            ,            ,
190522, 0000,           55,            ,            ,
190523, 0000,           56,            ,            ,
190524, 0000,           80,            ,            ,
190525, 0000,          104,            ,            ,
190526, 0000,           67,            ,            ,
190527, 0000,           46,            ,            ,
190528, 0000,           43,            ,            ,
190529, 0000,           13,            ,            ,
190530, 0000,           43,            ,            ,
190531, 0000,           18,            ,            ,
190601, 0000,           61,            ,            ,
190602, 0000,           70,            ,            ,
190603, 0000,           37,            ,            ,
190604, 0000,           64,            ,            ,
190605, 0000,           43,            ,            ,
190606, 0000,           18,            ,            ,
190607, 0000,           23,            ,            ,
190608, 0000,           26,            ,            ,
190609, 0000,           37,            ,            ,
190610, 0000,           37,            ,            ,
190611, 0000,           43,            ,            ,
190612, 0000,           18,            ,            ,
190613, 0000,            9,            ,            ,
190614, 0000,           28,            ,            ,
190615, 0000,           35,            ,            ,
190616, 0000,           53,            ,            ,
190617, 0000,           37,            ,            ,
190618, 0000,           24,            ,            ,
190619, 0000,           24,            ,            ,
190620, 0000,           72,            ,            ,
190621, 0000,           58,            ,            ,
190622, 0000,           36,            ,            ,
190623, 0000,           62,            ,            ,
190624, 0000,           60,            ,            ,
190625, 0000,           40,            ,            ,
190626, 0000,           64,            ,            ,
190627, 0000,           72,            ,            ,
190628, 0000,           72,            ,            ,
190629, 0000,           17,            ,            ,
190630, 0000,           15,            ,            ,
190701, 0000,           21,            ,            ,
190702, 0000,           35,            ,            ,
190703, 0000,           23,            ,            ,
190704, 0000,           18,            ,            ,
190705, 0000,           24,            ,            ,
190706, 0000,           59,            ,            ,
190707, 0000,           64,            ,            ,
190708, 0000,           59,            ,            ,
190709, 0000,           65,            ,            ,
190710, 0000,           94,            ,            ,
190711, 0000,           73,            ,            ,
190712, 0000,           94,            ,            ,
190713, 0000,          102,            ,            ,
190714, 0000,           36,            ,            ,
190715, 0000,           22,            ,            ,
190716, 0000,           31,            ,            ,
190717, 0000,           68,            ,            ,
190718, 0000,           18,            ,            ,
190719, 0000,           25,            ,            ,
190720, 0000,           60,            ,            ,
190721, 0000,           19,            ,            ,
190722, 0000,           27,            ,            ,
190723, 0000,           28,            ,            ,
190724, 0000,           70,            ,            ,
190725, 0000,           50,            ,            ,
190726, 0000,           41,            ,            ,
190727, 0000,           68,            ,            ,
190728, 0000,           73,            ,            ,
190729, 0000,           33,            ,            ,
190730, 0000,           26,            ,            ,
190731, 0000,           34,            ,            ,
190801, 0000,           10,            ,            ,
190802, 0000,           24,            ,            ,
190803, 0000,           24,            ,            ,
190804, 0000,           45,            ,            ,
190805, 0000,           38,            ,            ,
190806, 0000,           28,            ,            ,
190807, 0000,           31,            ,            ,
190808, 0000,           35,            ,            ,
190809, 0000,           44,            ,            ,
190810, 0000,           47,            ,            ,
190811, 0000,           41,            ,            ,
190812, 0000,           13,            ,            ,
190813, 0000,           22,            ,            ,
190814, 0000,           38,            ,            ,
190815, 0000,           18,            ,            ,
190816, 0000,           28,            ,            ,
190817, 0000,           17,            ,            ,
190818, 0000,           19,            ,            ,
190819, 0000,           29,            ,            ,
190820, 0000,           29,            ,            ,
190821, 0000,           29,            ,            ,
190822, 0000,           25,            ,            ,
190823, 0000,           32,            ,            ,
190824, 0000,           28,            ,            ,
190825, 0000,           34,            ,            ,
190826, 0000,           34,            ,            ,
190827, 0000,           22,            ,            ,
190828, 0000,           20,            ,            ,
190829, 0000,           10,            ,            ,
190830, 0000,           14,            ,            ,
190831, 0000,           15,            ,            ,
190901, 0000,           12,            ,            ,
190902, 0000,           17,            ,            ,
190903, 0000,           25,            ,            ,
190904, 0000,           31,            ,            ,
190905, 0000,           14,            ,            ,
190906, 0000,           29,            ,            ,
190907, 0000,           21,            ,            ,
190908, 0000,           10,            ,            ,
190909, 0000,           11,            ,            ,
190910, 0000,           20,            ,            ,
190911, 0000,            7,            ,            ,
190912, 0000,           14,            ,            ,
190913, 0000,           16,            ,            ,
190914, 0000,           18,            ,            ,
190915, 0000,            7,            ,            ,
190916, 0000,            6,            ,            ,
190917, 0000,           15,            ,            ,
190918, 0000,           16,            ,            ,
190919, 0000,            4,            ,            ,
190920, 0000,            5,            ,            ,
190921, 0000,            8,            ,            ,
190922, 0000,            6,            ,            ,
190923, 0000,           13,            ,            ,
190924, 0000,           17,            ,            ,
190925, 0000,           16,            ,            ,
190926, 0000,           12,            ,            ,
190927, 0000,            8,            ,            ,
190928, 0000,           13,            ,            ,
190929, 0000,           10,            ,            ,
190930, 0000,            8,            ,            ,
191001, 0000,            8,            ,            ,
191002, 0000,            8,            ,            ,
191003, 0000,            8,            ,            ,
191004, 0000,            8,            ,            ,
191005, 0000,           12,            ,            ,
191006, 0000,            9,            ,            ,
191007, 0000,            4,            ,            ,
191008, 0000,            7,            ,            ,
191009, 0000,           10,            ,            ,
191010, 0000,           14,            ,            ,
191011, 0000,           14,            ,            ,
191012, 0000,           19,            ,            ,
191013, 0000,           13,            ,            ,
191014, 0000,           12,            ,            ,
191015, 0000,            9,            ,            ,
191016, 0000,           10,            ,            ,
191017, 0000,            8,            ,            ,
191018, 0000,           10,            ,            ,
191019, 0000,            9,            ,            ,
191020, 0000,            4,            ,            ,
191021, 0000,            4,            ,            ,
191022, 0000,            5,            ,            ,
191023, 0000,            7,            ,            ,
191024, 0000,            8,            ,            ,
191025, 0000,            8,            ,            ,
191026, 0000,            6,            ,            ,
191027, 0000,            6,            ,            ,
191028, 0000,            3,            ,            ,
191029, 0000,            4,            ,            ,
191030, 0000,            5,            ,            ,
191031, 0000,            5,            ,            ,
191101, 0000,            4,            ,            ,
191102, 0000,            3,            ,            ,
191103, 0000,            5,            ,            ,
191104, 0000,            7,            ,            ,
191105, 0000,            6,            ,            ,
191106, 0000,            5,            ,            ,
191107, 0000,            6,            ,            ,
191108, 0000,           11,            ,            ,
191109, 0000,            9,            ,            ,
191110, 0000,            9,            ,            ,
191111, 0000,           11,            ,            ,
191112, 0000,            9,            ,            ,
191113, 0000,            8,            ,            ,
191114, 0000,            7,            ,            ,
191115, 0000,            4,            ,            ,
191116, 0000,            3,            ,            ,
191117, 0000,            4,            ,            ,
191118, 0000,            5,            ,            ,
191119, 0000,            7,            ,            ,
191120, 0000,            6,            ,            ,
191121, 0000,            9,            ,            ,
191122, 0000,            9,            ,            ,
191123, 0000,            6,            ,            ,
191124, 0000,            3,            ,            ,
191125, 0000,            3,            ,            ,
191126, 0000,            2,            ,            ,
191127, 0000,            3,            ,            ,
191128, 0000,            3,            ,            ,
191129, 0000,            4,            ,            ,
191130, 0000,            5,            ,            ,
191201, 0000,            8,            ,            ,
191202, 0000,           10,            ,            ,
191203, 0000,            8,            ,            ,
191204, 0000,            7,            ,            ,
191205, 0000,            9,            ,            ,
191206, 0000,            9,            ,            ,
191207, 0000,            8,            ,            ,
191208, 0000,           11,            ,            ,
191209, 0000,            7,            ,            ,
191210, 0000,            5,            ,            ,
191211, 0000,            4,            ,            ,
191212, 0000,            3,            ,            ,
191213, 0000,            5,            ,            ,
191214, 0000,            3,            ,            ,
191215, 0000,            4,            ,            ,
191216, 0000,            4,            ,            ,
191217, 0000,            4,            ,            ,
191218, 0000,            4,            ,            ,
191219, 0000,            5,            ,            ,
191220, 0000,            4,            ,            ,
191221, 0000,            4,            ,            ,
191222, 0000,            4,            ,            ,
191223, 0000,            7,            ,            ,
191224, 0000,            3,            ,            ,
191225, 0000,            2,            ,            ,
191226, 0000,            5,            ,            ,
191227, 0000,            6,            ,            ,
191228, 0000,            5,            ,            ,
191229, 0000,            5,            ,            ,
191230, 0000,            6,            ,            ,
191231, 0000,            8,            ,            ,
200101, 0000,            8,            ,            ,
200102, 0000,            6,            ,            ,
200103, 0000,            7,            ,            ,
200104, 0000,            6,            ,            ,
200105, 0000,           11,            ,            ,
200106, 0000,            5,            ,            ,
200107, 0000,            7,            ,            ,
200108, 0000,            3,            ,            ,
200109, 0000,            3,            ,            ,
200110, 0000,            5,            ,            ,
200111, 0000,            5,            ,            ,
200112, 0000,            7,            ,            ,
200113, 0000,            8,            ,            ,
200114, 0000,            7,            ,            ,
200115, 0000,            6,            ,            ,
200116, 0000,           15,            ,            ,
200117, 0000,           15,            ,            ,
200118, 0000,           13,            ,            ,
200119, 0000,           12,            ,            ,
200120, 0000,           11,            ,            ,
200121, 0000,           13,            ,            ,
200122, 0000,           10,            ,            ,
200123, 0000,            6,            ,            ,
200124, 0000,            8,            ,            ,
200125, 0000,           13,            ,            ,
200126, 0000,            5,            ,            ,
200127, 0000,            5,            ,            ,
200128, 0000,           12,            ,            ,
200129, 0000,            7,            ,            ,
200130, 0000,            8,            ,            ,
200131, 0000,           13,            ,            ,
200201, 0000,            7,            ,            ,
200202, 0000,            5,            ,            ,
200203, 0000,            2,            ,            ,
200204, 0000,            3,            ,            ,
200205, 0000,            5,            ,            ,
200206, 0000,            4,            ,            ,
200207, 0000,            4,            ,            ,
200208, 0000,            8,            ,            ,
200209, 0000,             ,            ,            ,
200210, 0000,             ,            ,            ,
200211, 0000,           16,            ,            ,
200212, 0000,           15,            ,            ,
200213, 0000,             ,            ,         540,
200214, 0000,             ,            ,         539,
200215, 0000,             ,            ,         540,
200216, 0000,             ,            ,         541,
200217, 0000,             ,            ,         711,
200218, 0000,             ,            ,            ,
200219, 0000,             ,            ,            ,
200220, 0000,             ,            ,            ,
200221, 0000,           12,            ,            ,
200222, 0000,           14,            ,            ,
200223, 0000,           14,            ,            ,
200224, 0000,           12,            ,            ,
200225, 0000,           10,            ,            ,
200226, 0000,           12,            ,            ,
200227, 0000,           13,            ,            ,
200228, 0000,           18,            ,            ,
200229, 0000,           15,            ,            ,
200301, 0000,           10,            ,            ,
200302, 0000,            9,            ,            ,
200303, 0000,             ,            ,           5,
200304, 0000,             ,            ,           3,
200305, 0000,             ,            ,           3,
200306, 0000,             ,            ,           8,
200307, 0000,           18,            ,            ,
200308, 0000,           11,            ,            ,
200309, 0000,           12,            ,            ,
200310, 0000,           13,            ,            ,
200311, 0000,            9,            ,            ,
200312, 0000,            8,            ,            ,
200313, 0000,            7,            ,            ,
200314, 0000,            9,            ,            ,
200315, 0000,           10,            ,            ,
200316, 0000,           13,            ,            ,
200317, 0000,           12,            ,            ,
200318, 0000,           10,            ,            ,
200319, 0000,           11,            ,            ,
200320, 0000,           12,            ,            ,
200321, 0000,           11,            ,            ,
200322, 0000,            9,            ,            ,
200323, 0000,            9,            ,            ,
200324, 0000,            9,            ,            ,
200325, 0000,           13,            ,            ,
200326, 0000,           12,            ,            ,
200327, 0000,           14,            ,            ,
200328, 0000,           18,            ,            ,
200329, 0000,           15,            ,            ,
200330, 0000,           12,            ,            ,
200331, 0000,           13,            ,            ,
200401, 0000,           23,            ,            ,
200402, 0000,           21,            ,            ,
200403, 0000,           18,            ,            ,
200404, 0000,           12,            ,            ,
200405, 0000,           10,            ,            ,
200406, 0000,           12,            ,            ,
200407, 0000,           25,            ,            ,
200408, 0000,           25,            ,            ,
200409, 0000,           19,            ,            ,
200410, 0000,           20,            ,            ,
200411, 0000,           26,            ,            ,
200412, 0000,           22,            ,            ,
200413, 0000,           20,            ,            ,
200414, 0000,           35,            ,            ,
200415, 0000,           29,            ,            ,
200416, 0000,           26,            ,            ,
200417, 0000,           21,            ,            ,
200418, 0000,           17,            ,            ,
200419, 0000,            8,            ,            ,
200420, 0000,           13,            ,            ,
200421, 0000,           20,            ,            ,
200422, 0000,           22,            ,            ,
200423, 0000,           21,            ,            ,
200424, 0000,           14,            ,            ,
200425, 0000,           19,            ,            ,
200426, 0000,           16,            ,            ,
200427, 0000,           11,            ,            ,
200428, 0000,            8,            ,            ,
200429, 0000,           19,            ,            ,
200430, 0000,           22,            ,            ,
200501, 0000,           28,            ,            ,
200502, 0000,           36,            ,            ,
200503, 0000,           31,            ,            ,
200504, 0000,           18,            ,            ,
200505, 0000,           16,            ,            ,
200506, 0000,           27,            ,            ,
200507, 0000,           35,            ,            ,
200508, 0000,           35,            ,            ,
200509, 0000,           34,            ,            ,
200510, 0000,           19,            ,            ,
200511, 0000,           14,            ,            ,
200512, 0000,           27,            ,            ,
200513, 0000,           37,            ,            ,
200514, 0000,           35,            ,            ,
200515, 0000,           33,            ,            ,
200516, 0000,           28,            ,            ,
200517, 0000,           29,            ,            ,
200518, 0000,           30,            ,            ,
200519, 0000,           31,            ,            ,
200520, 0000,           45,            ,            ,
200521, 0000,           36,            ,            ,
200522, 0000,           30,            ,            ,
200523, 0000,           34,            ,            ,
200524, 0000,           30,            ,            ,
200525, 0000,           21,            ,            ,
200526, 0000,           34,            ,            ,
200527, 0000,           29,            ,            ,
200528, 0000,           53,            ,            ,
200529, 0000,           29,            ,            ,
200530, 0000,           37,            ,            ,
200531, 0000,           37,            ,            ,
200601, 0000,           58,            ,            ,
200602, 0000,           86,            ,            ,
200603, 0000,           53,            ,            ,
200604, 0000,             ,            ,            ,
200605, 0000,           94,            ,            ,
200606, 0000,           93,            ,            ,
200607, 0000,           73,            ,            ,
200608, 0000,           89,            ,            ,
200609, 0000,           50,            ,            ,
200610, 0000,           74,            ,            ,
200611, 0000,           59,            ,            ,
200612, 0000,           19,            ,            ,
200613, 0000,           22,            ,            ,
200614, 0000,           63,            ,            ,
200615, 0000,           46,            ,            ,
200616, 0000,           40,            ,            ,
200617, 0000,           27,            ,            ,
200618, 0000,           22,            ,            ,
200619, 0000,           17,            ,            ,
200620, 0000,           25,            ,            ,
200621, 0000,           21,            ,            ,
200622, 0000,           32,            ,            ,
200623, 0000,           11,            ,            ,
200624, 0000,           11,            ,            ,
200625, 0000,           42,            ,            ,
200626, 0000,           30,            ,            ,
200627, 0000,           68,            ,            ,
200628, 0000,           47,            ,            ,
200629, 0000,           11,            ,            ,
200630, 0000,           40,            ,            ,
200701, 0000,           29,            ,            ,
200702, 0000,           19,            ,            ,
200703, 0000,           27,            ,            ,
200704, 0000,           11,            ,            ,
200705, 0000,           14,            ,            ,
200706, 0000,           28,            ,            ,
