date,valid
2017-11-05,3.0
2017-11-06,4.0
2017-11-07,5.0
2017-11-08,4.0
2017-11-09,3.0
2017-11-10,5.0
2017-11-11,4.0
2017-11-12,4.0
2017-11-13,4.0
2017-11-14,3.0
2017-11-15,1.0
2017-11-16,2.0
2017-11-17,1.0
2017-11-18,2.0
2017-11-19,3.0
2017-11-20,3.0
2017-11-21,3.0
2017-11-22,3.0
2017-11-23,5.0
2017-11-24,5.0
2017-11-25,6.0
2017-11-26,6.0
2017-11-27,5.0
2017-11-28,5.0
2017-11-29,7.0
2017-11-30,9.0
2017-12-01,9.0
2017-12-02,6.0
2017-12-03,4.0
2017-12-04,5.0
2017-12-05,7.0
2017-12-06,6.0
2017-12-07,8.0
2017-12-08,6.0
2017-12-09,4.0
2017-12-10,5.0
2017-12-11,7.0
2017-12-12,3.0
2017-12-13,3.0
2017-12-14,3.0
2017-12-15,2.0
2017-12-16,4.0
2017-12-17,2.0
2017-12-18,5.0
2017-12-19,4.0
2017-12-20,5.0
2017-12-21,5.0
2017-12-22,3.0
2017-12-23,3.0
2017-12-24,3.0
2017-12-25,2.0
2017-12-26,2.0
2017-12-27,3.0
2017-12-28,3.0
2017-12-29,5.0
2017-12-30,7.0
2017-12-31,6.0
2018-01-01,5.0
2018-01-02,4.0
2018-01-03,3.0
2018-01-04,2.0
2018-01-05,2.0
2018-01-06,4.0
2018-01-07,10.0
2018-01-08,4.0
2018-01-09,7.0
2018-01-10,7.0
2018-01-11,5.0
2018-01-12,4.0
2018-01-13,4.0
2018-01-14,6.0
2018-01-15,3.0
2018-01-16,6.0
2018-01-17,5.0
2018-01-18,5.0
2018-01-19,7.0
2018-01-20,6.0
2018-01-21,5.0
2018-01-22,9.0
2018-01-23,7.0
2018-01-24,
2018-01-25,
2018-01-26,
2018-01-27,
2018-01-28,8.0
2018-01-29,13.0
2018-01-30,10.0
2018-01-31,10.0
2018-02-01,13.0
2018-02-02,13.0
2018-02-03,12.0
2018-02-04,11.0
2018-02-05,10.0
2018-02-06,10.0
2018-02-07,10.0
2018-02-08,10.0
2018-02-09,6.0
2018-02-10,8.0
2018-02-11,9.0
2018-02-12,10.0
2018-02-13,14.0
2018-02-14,13.0
2018-02-15,12.0
2018-02-16,13.0
2018-02-17,10.0
2018-02-18,6.0
2018-02-19,6.0
2018-02-20,6.0
2018-02-21,7.0
2018-02-22,8.0
2018-02-23,7.0
2018-02-24,5.0
2018-02-25,6.0
2018-02-26,10.0
2018-02-27,9.0
2018-02-28,10.0
2018-03-01,12.0
2018-03-02,11.0
2018-03-03,7.0
2018-03-04,9.0
2018-03-05,8.0
2018-03-06,14.0
2018-03-07,16.0
2018-03-08,10.0
2018-03-09,12.0
2018-03-10,8.0
2018-03-11,6.0
2018-03-12,6.0
2018-03-13,9.0
2018-03-14,11.0
2018-03-15,18.0
2018-03-16,9.0
2018-03-17,7.0
2018-03-18,3.0
2018-03-19,8.0
2018-03-20,13.0
2018-03-21,12.0
2018-03-22,8.0
2018-03-23,6.0
2018-03-24,7.0
2018-03-25,11.0
2018-03-26,10.0
2018-03-27,14.0
2018-03-28,20.0
2018-03-29,17.0
2018-03-30,15.0
2018-03-31,10.0
2018-04-01,12.0
2018-04-02,12.0
2018-04-03,18.0
2018-04-04,21.0
2018-04-05,15.0
2018-04-06,15.0
2018-04-07,14.0
2018-04-08,11.0
2018-04-09,8.0
2018-04-10,10.0
2018-04-11,4.0
2018-04-12,8.0
2018-04-13,16.0
2018-04-14,20.0
2018-04-15,21.0
2018-04-16,20.0
2018-04-17,18.0
2018-04-18,20.0
2018-04-19,24.0
2018-04-20,28.0
2018-04-21,28.0
2018-04-22,16.0
2018-04-23,13.0
2018-04-24,26.0
2018-04-25,21.0
2018-04-26,17.0
2018-04-27,15.0
2018-04-28,34.0
2018-04-29,21.0
2018-04-30,35.0
2018-05-01,31.0
2018-05-02,15.0
2018-05-03,21.0
2018-05-04,37.0
2018-05-05,34.0
2018-05-06,13.0
2018-05-07,14.0
2018-05-08,16.0
2018-05-09,33.0
2018-05-10,31.0
2018-05-11,35.0
2018-05-12,27.0
2018-05-13,27.0
2018-05-14,20.0
2018-05-15,24.0
2018-05-16,29.0
2018-05-17,23.0
2018-05-18,19.0
2018-05-19,36.0
2018-05-20,31.0
2018-05-21,25.0
2018-05-22,38.0
2018-05-23,49.0
2018-05-24,64.0
2018-05-25,53.0
2018-05-26,77.0
2018-05-27,66.0
2018-05-28,
2018-05-29,
2018-05-30,12.0
2018-05-31,30.0
2018-06-01,58.0
2018-06-02,76.0
2018-06-03,48.0
2018-06-04,55.0
2018-06-05,96.0
2018-06-06,50.0
2018-06-07,50.0
2018-06-08,70.0
2018-06-09,42.0
2018-06-10,7.0
2018-06-11,
2018-06-12,
2018-06-13,
2018-06-14,
2018-06-15,63.0
2018-06-16,73.0
2018-06-17,64.0
2018-06-18,60.0
2018-06-19,48.0
2018-06-20,42.0
2018-06-21,34.0
2018-06-22,48.0
2018-06-23,51.0
2018-06-24,81.0
2018-06-25,78.0
2018-06-26,76.0
2018-06-27,49.0
2018-06-28,33.0
2018-06-29,57.0
2018-06-30,59.0
2018-07-01,39.0
2018-07-02,35.0
2018-07-03,40.0
2018-07-04,17.0
2018-07-05,12.0
2018-07-06,34.0
2018-07-07,28.0
2018-07-08,44.0
2018-07-09,38.0
2018-07-10,32.0
2018-07-11,50.0
2018-07-12,51.0
2018-07-13,65.0
2018-07-14,41.0
2018-07-15,15.0
2018-07-16,16.0
2018-07-17,26.0
2018-07-18,30.0
2018-07-19,67.0
2018-07-20,60.0
2018-07-21,83.0
2018-07-22,26.0
2018-07-23,65.0
2018-07-24,81.0
2018-07-25,91.0
2018-07-26,81.0
2018-07-27,61.0
2018-07-28,50.0
2018-07-29,55.0
2018-07-30,45.0
2018-07-31,50.0
2018-08-01,61.0
2018-08-02,57.0
2018-08-03,60.0
2018-08-04,47.0
2018-08-05,72.0
2018-08-06,84.0
2018-08-07,10.0
2018-08-08,28.0
2018-08-09,50.0
2018-08-10,53.0
2018-08-11,50.0
2018-08-12,47.0
2018-08-13,12.0
2018-08-14,25.0
2018-08-15,
2018-08-16,
2018-08-17,52.0
2018-08-18,12.0
2018-08-19,22.0
2018-08-20,
2018-08-21,31.0
2018-08-22,47.0
2018-08-23,41.0
2018-08-24,28.0
2018-08-25,33.0
2018-08-26,26.0
2018-08-27,19.0
2018-08-28,28.0
2018-08-29,44.0
2018-08-30,38.0
2018-08-31,26.0
2018-09-01,27.0
2018-09-02,18.0
2018-09-03,20.0
2018-09-04,16.0
2018-09-05,30.0
2018-09-06,21.0
2018-09-07,24.0
2018-09-08,27.0
2018-09-09,24.0
2018-09-10,15.0
2018-09-11,20.0
2018-09-12,23.0
2018-09-13,20.0
2018-09-14,24.0
2018-09-15,18.0
2018-09-16,15.0
2018-09-17,33.0
2018-09-18,10.0
2018-09-19,23.0
2018-09-20,49.0
2018-09-21,15.0
2018-09-22,5.0
2018-09-23,4.0
2018-09-24,10.0
2018-09-25,22.0
2018-09-26,23.0
2018-09-27,23.0
2018-09-28,15.0
2018-09-29,9.0
2018-09-30,6.0
2018-10-01,7.0
2018-10-02,13.0
2018-10-03,19.0
2018-10-04,21.0
2018-10-05,17.0
2018-10-06,18.0
2018-10-07,12.0
2018-10-08,7.0
2018-10-09,5.0
2018-10-10,17.0
2018-10-11,20.0
2018-10-12,13.0
2018-10-13,17.0
2018-10-14,14.0
2018-10-15,7.0
2018-10-16,6.0
2018-10-17,8.0
2018-10-18,7.0
2018-10-19,6.0
2018-10-20,6.0
2018-10-21,5.0
2018-10-22,6.0
2018-10-23,11.0
2018-10-24,9.0
2018-10-25,8.0
2018-10-26,8.0
2018-10-27,12.0
2018-10-28,11.0
2018-10-29,4.0
2018-10-30,3.0
2018-10-31,7.0
2018-11-01,14.0
2018-11-02,7.0
2018-11-03,6.0
2018-11-04,4.0
2018-11-05,4.0
2018-11-06,6.0
2018-11-07,8.0
2018-11-08,7.0
2018-11-09,10.0
2018-11-10,5.0
2018-11-11,3.0
2018-11-12,3.0
2018-11-13,5.0
2018-11-14,6.0
2018-11-15,5.0
2018-11-16,4.0
2018-11-17,3.0
2018-11-18,3.0
2018-11-19,5.0
2018-11-20,7.0
2018-11-21,7.0
2018-11-22,6.0
2018-11-23,5.0
2018-11-24,5.0
2018-11-25,8.0
2018-11-26,8.0
2018-11-27,12.0
2018-11-28,11.0
2018-11-29,10.0
2018-11-30,10.0
2018-12-01,11.0
2018-12-02,11.0
2018-12-03,8.0
2018-12-04,6.0
2018-12-05,12.0
2018-12-06,13.0
2018-12-07,12.0
2018-12-08,7.0
2018-12-09,7.0
2018-12-10,5.0
2018-12-11,5.0
2018-12-12,6.0
2018-12-13,5.0
2018-12-14,6.0
2018-12-15,15.0
2018-12-16,9.0
2018-12-17,8.0
2018-12-18,13.0
2018-12-19,15.0
2018-12-20,9.0
2018-12-21,11.0
2018-12-22,12.0
2018-12-23,13.0
2018-12-24,13.0
2018-12-25,13.0
2018-12-26,9.0
2018-12-27,8.0
2018-12-28,8.0
2018-12-29,5.0
2018-12-30,4.0
2018-12-31,11.0
2019-01-01,11.0
2019-01-02,8.0
2019-01-03,9.0
2019-01-04,22.0
2019-01-05,19.0
2019-01-06,9.0
2019-01-07,7.0
2019-01-08,5.0
2019-01-09,6.0
2019-01-10,7.0
2019-01-11,7.0
2019-01-12,5.0
2019-01-13,4.0
2019-01-14,8.0
2019-01-15,10.0
2019-01-16,8.0
2019-01-17,7.0
2019-01-18,16.0
2019-01-19,14.0
2019-01-20,12.0
2019-01-21,9.0
2019-01-22,9.0
2019-01-23,
2019-01-24,14.0
2019-01-25,14.0
2019-01-26,12.0
2019-01-27,8.0
2019-01-28,11.0
2019-01-29,11.0
2019-01-30,11.0
2019-01-31,8.0
2019-02-01,13.0
2019-02-02,16.0
2019-02-03,10.0
2019-02-04,12.0
2019-02-05,16.0
2019-02-06,21.0
2019-02-07,17.0
2019-02-08,13.0
2019-02-09,14.0
2019-02-10,14.0
2019-02-11,7.0
2019-02-12,9.0
2019-02-13,6.0
2019-02-14,14.0
2019-02-15,16.0
2019-02-16,14.0
2019-02-17,20.0
2019-02-18,20.0
2019-02-19,14.0
2019-02-20,8.0
2019-02-21,7.0
2019-02-22,
2019-02-23,
2019-02-24,
2019-02-25,
2019-02-26,17.0
2019-02-27,15.0
2019-02-28,12.0
2019-03-01,12.0
2019-03-02,13.0
2019-03-03,9.0
2019-03-04,9.0
2019-03-05,8.0
2019-03-06,10.0
2019-03-07,6.0
2019-03-08,9.0
2019-03-09,8.0
2019-03-10,10.0
2019-03-11,10.0
2019-03-12,16.0
2019-03-13,11.0
2019-03-14,9.0
2019-03-15,11.0
2019-03-16,10.0
2019-03-17,9.0
2019-03-18,10.0
2019-03-19,7.0
2019-03-20,14.0
2019-03-21,23.0
2019-03-22,21.0
2019-03-23,20.0
2019-03-24,18.0
2019-03-25,15.0
2019-03-26,14.0
2019-03-27,10.0
2019-03-28,12.0
2019-03-29,22.0
2019-03-30,31.0
2019-03-31,15.0
2019-04-01,20.0
2019-04-02,22.0
2019-04-03,13.0
2019-04-04,11.0
2019-04-05,15.0
2019-04-06,17.0
2019-04-07,14.0
2019-04-08,18.0
2019-04-09,16.0
2019-04-10,24.0
2019-04-11,25.0
2019-04-12,22.0
2019-04-13,44.0
2019-04-14,25.0
2019-04-15,15.0
2019-04-16,21.0
2019-04-17,27.0
2019-04-18,21.0
2019-04-19,11.0
2019-04-20,16.0
2019-04-21,19.0
2019-04-22,21.0
2019-04-23,30.0
2019-04-24,42.0
2019-04-25,39.0
2019-04-26,34.0
2019-04-27,30.0
2019-04-28,23.0
2019-04-29,21.0
2019-04-30,27.0
2019-05-01,29.0
2019-05-02,49.0
2019-05-03,88.0
2019-05-04,61.0
2019-05-05,30.0
2019-05-06,25.0
2019-05-07,28.0
2019-05-08,26.0
2019-05-09,32.0
2019-05-10,31.0
2019-05-11,39.0
2019-05-12,31.0
2019-05-13,38.0
2019-05-14,38.0
2019-05-15,37.0
2019-05-16,63.0
2019-05-17,37.0
2019-05-18,19.0
2019-05-19,35.0
2019-05-20,27.0
2019-05-21,49.0
2019-05-22,49.0
2019-05-23,51.0
2019-05-24,80.0
2019-05-25,92.0
2019-05-26,63.0
2019-05-27,40.0
2019-05-28,38.0
2019-05-29,10.0
2019-05-30,23.0
2019-05-31,12.0
2019-06-01,50.0
2019-06-02,48.0
2019-06-03,32.0
2019-06-04,87.0
2019-06-05,66.0
2019-06-06,30.0
2019-06-07,28.0
2019-06-08,53.0
2019-06-09,40.0
2019-06-10,49.0
2019-06-11,53.0
2019-06-12,17.0
2019-06-13,10.0
2019-06-14,25.0
2019-06-15,36.0
2019-06-16,48.0
2019-06-17,25.0
2019-06-18,30.0
2019-06-19,73.0
2019-06-20,61.0
2019-06-21,79.0
2019-06-22,53.0
2019-06-23,84.0
2019-06-24,54.0
2019-06-25,53.0
2019-06-26,75.0
2019-06-27,103.0
2019-06-28,85.0
2019-06-29,36.0
2019-06-30,24.0
2019-07-01,52.0
2019-07-02,54.0
2019-07-03,52.0
2019-07-04,26.0
2019-07-05,45.0
2019-07-06,81.0
2019-07-07,75.0
2019-07-08,45.0
2019-07-09,58.0
2019-07-10,76.0
2019-07-11,78.0
2019-07-12,63.0
2019-07-13,81.0
2019-07-14,43.0
2019-07-15,44.0
2019-07-16,52.0
2019-07-17,79.0
2019-07-18,42.0
2019-07-19,59.0
2019-07-20,86.0
2019-07-21,28.0
2019-07-22,36.0
2019-07-23,38.0
2019-07-24,61.0
2019-07-25,66.0
2019-07-26,57.0
2019-07-27,89.0
2019-07-28,74.0
2019-07-29,49.0
2019-07-30,32.0
2019-07-31,29.0
2019-08-01,13.0
2019-08-02,29.0
2019-08-03,58.0
2019-08-04,40.0
2019-08-05,31.0
2019-08-06,39.0
2019-08-07,36.0
2019-08-08,47.0
2019-08-09,49.0
2019-08-10,48.0
2019-08-11,30.0
2019-08-12,27.0
2019-08-13,54.0
2019-08-14,54.0
2019-08-15,29.0
2019-08-16,43.0
2019-08-17,31.0
2019-08-18,23.0
2019-08-19,29.0
2019-08-20,36.0
2019-08-21,
2019-08-22,31.0
2019-08-23,31.0
2019-08-24,38.0
2019-08-25,32.0
2019-08-26,40.0
2019-08-27,26.0
2019-08-28,17.0
2019-08-29,8.0
2019-08-30,14.0
2019-08-31,23.0
2019-09-01,22.0
2019-09-02,22.0
2019-09-03,29.0
2019-09-04,29.0
2019-09-05,12.0
2019-09-06,26.0
2019-09-07,16.0
2019-09-08,12.0
2019-09-09,8.0
2019-09-10,18.0
2019-09-11,9.0
2019-09-12,14.0
2019-09-13,16.0
2019-09-14,21.0
2019-09-15,9.0
2019-09-16,9.0
2019-09-17,20.0
2019-09-18,17.0
2019-09-19,4.0
2019-09-20,9.0
2019-09-21,
2019-09-22,15.0
2019-09-23,16.0
2019-09-24,20.0
2019-09-25,21.0
2019-09-26,18.0
2019-09-27,10.0
2019-09-28,16.0
2019-09-29,10.0
2019-09-30,6.0
2019-10-01,6.0
2019-10-02,10.0
2019-10-03,10.0
2019-10-04,10.0
2019-10-05,17.0
2019-10-06,9.0
2019-10-07,6.0
2019-10-08,9.0
2019-10-09,16.0
2019-10-10,16.0
2019-10-11,14.0
2019-10-12,19.0
2019-10-13,19.0
2019-10-14,11.0
2019-10-15,8.0
2019-10-16,7.0
2019-10-17,6.0
2019-10-18,
2019-10-19,
2019-10-20,
2019-10-21,
2019-10-22,5.0
2019-10-23,8.0
2019-10-24,12.0
2019-10-25,7.0
2019-10-26,4.0
2019-10-27,5.0
2019-10-28,2.0
2019-10-29,3.0
2019-10-30,5.0
2019-10-31,7.0
2019-11-01,2.0
2019-11-02,2.0
2019-11-03,6.0
2019-11-04,5.0
2019-11-05,
2019-11-06,
2019-11-07,
2019-11-08,9.0
2019-11-09,
2019-11-10,9.0
2019-11-11,10.0
2019-11-12,6.0
2019-11-13,8.0
2019-11-14,6.0
2019-11-15,6.0
2019-11-16,3.0
2019-11-17,3.0
2019-11-18,6.0
2019-11-19,10.0
2019-11-20,5.0
2019-11-21,10.0
2019-11-22,9.0
2019-11-23,5.0
2019-11-24,4.0
2019-11-25,3.0
2019-11-26,5.0
2019-11-27,5.0
2019-11-28,5.0
2019-11-29,3.0
2019-11-30,6.0
2019-12-01,8.0
2019-12-02,11.0
2019-12-03,6.0
2019-12-04,8.0
2019-12-05,8.0
2019-12-06,8.0
2019-12-07,8.0
2019-12-08,7.0
2019-12-09,7.0
2019-12-10,6.0
2019-12-11,5.0
2019-12-12,4.0
2019-12-13,8.0
2019-12-14,5.0
2019-12-15,6.0
2019-12-16,6.0
2019-12-17,7.0
2019-12-18,6.0
2019-12-19,
2019-12-20,
2019-12-21,4.0
2019-12-22,4.0
2019-12-23,5.0
2019-12-24,3.0
2019-12-25,2.0
2019-12-26,6.0
2019-12-27,9.0
2019-12-28,7.0
2019-12-29,7.0
2019-12-30,7.0
2019-12-31,9.0
2020-01-01,12.0
2020-01-02,9.0
2020-01-03,9.0
2020-01-04,7.0
2020-01-05,11.0
2020-01-06,8.0
2020-01-07,5.0
2020-01-08,3.0
2020-01-09,5.0
2020-01-10,7.0
2020-01-11,6.0
2020-01-12,11.0
2020-01-13,9.0
2020-01-14,8.0
2020-01-15,6.0
2020-01-16,11.0
2020-01-17,12.0
2020-01-18,12.0
2020-01-19,11.0
2020-01-20,11.0
2020-01-21,11.0
2020-01-22,10.0
2020-01-23,7.0
2020-01-24,7.0
2020-01-25,10.0
2020-01-26,6.0
2020-01-27,7.0
2020-01-28,12.0
2020-01-29,6.0
2020-01-30,9.0
2020-01-31,10.0
2020-02-01,8.0
2020-02-02,4.0
2020-02-03,3.0
2020-02-04,5.0
2020-02-05,4.0
2020-02-06,5.0
2020-02-07,7.0
2020-02-08,8.0
2020-02-09,9.0
2020-02-10,11.0
2020-02-11,14.0
2020-02-12,16.0
2020-02-13,12.0
2020-02-14,11.0
2020-02-15,15.0
2020-02-16,4.0
2020-02-17,4.0
2020-02-18,15.0
2020-02-19,15.0
2020-02-20,17.0
2020-02-21,11.0
2020-02-22,10.0
2020-02-23,9.0
2020-02-24,12.0
2020-02-25,
2020-02-26,
2020-02-27,
2020-02-28,
2020-02-29,
2020-03-01,19.0
2020-03-02,8.0
2020-03-03,12.0
2020-03-04,13.0
2020-03-05,21.0
2020-03-06,16.0
2020-03-07,11.0
2020-03-08,6.0
2020-03-09,11.0
2020-03-10,13.0
2020-03-11,8.0
2020-03-12,8.0
2020-03-13,4.0
2020-03-14,8.0
2020-03-15,8.0
2020-03-16,8.0
2020-03-17,9.0
2020-03-18,9.0
2020-03-19,10.0
2020-03-20,11.0
2020-03-21,10.0
2020-03-22,7.0
2020-03-23,7.0
2020-03-24,6.0
2020-03-25,9.0
2020-03-26,13.0
2020-03-27,15.0
2020-03-28,20.0
2020-03-29,15.0
2020-03-30,10.0
2020-03-31,15.0
2020-04-01,21.0
2020-04-02,19.0
2020-04-03,18.0
2020-04-04,13.0
2020-04-05,8.0
2020-04-06,12.0
2020-04-07,20.0
2020-04-08,21.0
2020-04-09,18.0
2020-04-10,14.0
2020-04-11,24.0
2020-04-12,21.0
2020-04-13,18.0
2020-04-14,
2020-04-15,
2020-04-16,27.0
2020-04-17,20.0
2020-04-18,19.0
2020-04-19,9.0
2020-04-20,14.0
2020-04-21,22.0
2020-04-22,20.0
2020-04-23,20.0
2020-04-24,20.0
2020-04-25,18.0
2020-04-26,16.0
2020-04-27,9.0
2020-04-28,10.0
2020-04-29,15.0
2020-04-30,24.0
2020-05-01,26.0
2020-05-02,32.0
2020-05-03,
2020-05-04,
2020-05-05,18.0
2020-05-06,30.0
2020-05-07,34.0
2020-05-08,31.0
2020-05-09,31.0
2020-05-10,18.0
2020-05-11,14.0
2020-05-12,36.0
2020-05-13,36.0
2020-05-14,36.0
2020-05-15,38.0
2020-05-16,42.0
2020-05-17,31.0
2020-05-18,33.0
2020-05-19,40.0
